pack	file	status
DarkSigWeather	ambient/soundscape/underground/under_27.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_28.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_29.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_3.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_30.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_31.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_32.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_4.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_5.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_6.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_7.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_8.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/underground/under_9.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_1.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_16.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_17.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_18.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_19.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_2.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_20.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_21.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_22.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_23.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_24.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_25.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_26.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_27.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_3.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_4.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_5.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_6.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_7.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_8.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/urban/ambienturban_9.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/housewind16.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windbush_1.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windbush_2.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windbush_3.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windbush_4.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windbush_5.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_1.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_10.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_11.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_12.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_2.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_3.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_4.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_5.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_6.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_7.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_8.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtree_9.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windtreestorm_1.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_2.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_3.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_4.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_5.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_6.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_7.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_8.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windtreestorm_9.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/soundscape/wind/windwhistle1.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windwhistle2.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windwhistle3.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windwhistle4.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windwhistle5.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windwhistle6.ogg	off-scope-or-dup
DarkSigWeather	ambient/soundscape/wind/windwhistle7.ogg	off-scope-or-dup
DarkSigWeather	ambient/special/esc_generator.ogg	off-scope-or-dup
DarkSigWeather	ambient/special/light_humming.ogg	off-scope-or-dup
DarkSigWeather	ambient/special/marsh_generator.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/suck1.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/forest_day.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/forest_evening.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/forest_morning.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/forest_night.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/forest_tuman.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/underground.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/underground_2.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/background/whisper_day.ogg	HELD-loop-surplus
DarkSigWeather	ambient/trx/background/whisper_evening.ogg	HELD-loop-surplus
DarkSigWeather	ambient/trx/background/whisper_morning.ogg	HELD-loop-surplus
DarkSigWeather	ambient/trx/background/whisper_night.ogg	HELD-loop-surplus
DarkSigWeather	ambient/trx/background/whisper_tuman.ogg	HELD-loop-surplus
DarkSigWeather	ambient/trx/background/winds.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_dark/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_dark/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_dark/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_dark/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_dark/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_dark/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_forest/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_forest/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_forest/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_forest/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_forest/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/rnd_wind_1.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/rnd_wind_2.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/rnd_wind_2_restored.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/rnd_wind_3.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/rnd_wind_3_restored.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/wind_gust_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/wind_gust_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/wind_gust_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/wind_gust_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/wind_gust_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_gust/wind_gust_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_heavy/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_heavy/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_heavy/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_heavy/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_normal/sound_16.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/nature/wind_tuman/sound_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_dark/sound_16.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_01.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_05.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_08.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/amb_night/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_07.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/drone/sound_08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/drone/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_16.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_17.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_18.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_19.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_20.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_21.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_22.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_23.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_24.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_25.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_26.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_27.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_28.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_29.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_30.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_31.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_32.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_33.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_34.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_35.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_36.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_37.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_38.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_39.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/mutants/sound_40.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_02.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/screams/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_04.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_08.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_09.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_12.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_16.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_17.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_18.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_19.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_20.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_21.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_22.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_23.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_24.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/screams/sound_25.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_02.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_03.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_04.ogg	INTRA-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_05.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_06.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_07.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_08.ogg	INTRA-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_09.ogg	INTRA-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_10.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_11.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_12.ogg	INTRA-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_13.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_14.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_15.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_16.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_17.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_18.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_19.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_20.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_21.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_22.ogg	INTRA-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_23.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_24.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_25.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_26.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_27.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_28.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_29.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_30.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_31.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_32.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_33.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_34.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_35.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_36.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/shooting/sound_37.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/spooks/sound_01.ogg	BASE-DUP-excluded
DarkSigWeather	ambient/trx/spooks_above/spooks/sound_02.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/spooks/sound_03.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/spooks/sound_04.ogg	USED-shipped
DarkSigWeather	ambient/trx/spooks_above/spooks/sound_05.ogg	BASE-DUP-excluded
