deployed	category	orig_mod	orig_dir	orig_file	base_volume
zs\foliage\all\snap15_06d8aff60b	foliage	Amplified	ambient/soundscape/foliage	snap15	6.0
zs\foliage\all\snap3_e962026b57	foliage	Amplified	ambient/soundscape/foliage	snap3	6.0
zs\foliage\all\snap6_38b635ef1d	foliage	Amplified	ambient/soundscape/foliage	snap6	4.787
zs\foliage\all\snapmed1_b81414bb28	foliage	Amplified	ambient/soundscape/foliage	Snapmed1	4.224
zs\foliage\all\snapmed10_058f5b9b27	foliage	Amplified	ambient/soundscape/foliage	Snapmed10	2.565
zs\foliage\all\snapmed11_c4c4648b45	foliage	Amplified	ambient/soundscape/foliage	Snapmed11	3.503
zs\foliage\all\snapmed12_0c341b45f1	foliage	Amplified	ambient/soundscape/foliage	Snapmed12	2.314
zs\foliage\all\snapmed13_bbb2058302	foliage	Amplified	ambient/soundscape/foliage	Snapmed13	2.243
zs\foliage\all\snapmed2_3e20d74ecb	foliage	Amplified	ambient/soundscape/foliage	Snapmed2	3.143
zs\foliage\all\snapmed3_fbc5a32056	foliage	Amplified	ambient/soundscape/foliage	Snapmed3	2.609
zs\foliage\all\snapmed4_48fc2bda69	foliage	Amplified	ambient/soundscape/foliage	Snapmed4	2.106
zs\foliage\all\snapmed5_a39ffbb37e	foliage	Amplified	ambient/soundscape/foliage	Snapmed5	1.58
zs\foliage\all\snapmed6_9c1b9c4391	foliage	Amplified	ambient/soundscape/foliage	Snapmed6	2.37
zs\foliage\all\snapmed7_7407207da0	foliage	Amplified	ambient/soundscape/foliage	Snapmed7	2.555
zs\foliage\all\snapmed8_311cfd1bd0	foliage	Amplified	ambient/soundscape/foliage	Snapmed8	3.325
zs\foliage\all\snapmed9_f7e4ed6ad7	foliage	Amplified	ambient/soundscape/foliage	Snapmed9	3.175
zs\foliage\all\spooksnap1_e5997f5b3b	foliage	Amplified	ambient/soundscape/foliage	Spooksnap1	6.0
zs\foliage\all\spooksnap2_2a3be2aafe	foliage	Amplified	ambient/soundscape/foliage	Spooksnap2	6.0
zs\foliage\all\spooksnap3_34a038ef3b	foliage	Amplified	ambient/soundscape/foliage	Spooksnap3	6.0
zs\foliage\all\spooksnap4_6e2c926f48	foliage	Amplified	ambient/soundscape/foliage	Spooksnap4	6.0
zs\foliage\all\spooksnap5_5efae8b166	foliage	Amplified	ambient/soundscape/foliage	Spooksnap5	6.0
zs\foliage\all\spooksnap6_e256b55c2f	foliage	Amplified	ambient/soundscape/foliage	Spooksnap6	6.0
zs\foliage\all\spooksnap7_249f434976	foliage	Amplified	ambient/soundscape/foliage	Spooksnap7	6.0
zs\foliage\all\spooksway1_7e7969b3b3	foliage	Amplified	ambient/soundscape/foliage	spookSway1	5.78
zs\foliage\all\spooksway10_1179034e62	foliage	Amplified	ambient/soundscape/foliage	spookSway10	5.78
zs\foliage\all\spooksway11_eee66df0f8	foliage	Amplified	ambient/soundscape/foliage	spookSway11	5.78
zs\foliage\all\spooksway12_2b9c2d72ed	foliage	Amplified	ambient/soundscape/foliage	spookSway12	5.78
zs\foliage\all\spooksway13_511f300b29	foliage	Amplified	ambient/soundscape/foliage	spookSway13	4.633
zs\foliage\all\spooksway2_405b9c5ef7	foliage	Amplified	ambient/soundscape/foliage	spookSway2	4.79
zs\foliage\all\spooksway3_8f8ee513c7	foliage	Amplified	ambient/soundscape/foliage	spookSway3	5.78
zs\foliage\all\spooksway4_789445ba71	foliage	Amplified	ambient/soundscape/foliage	spookSway4	5.78
zs\foliage\all\spooksway5_7b3637459b	foliage	Amplified	ambient/soundscape/foliage	spookSway5	5.78
zs\foliage\all\spooksway6_70ad5056cb	foliage	Amplified	ambient/soundscape/foliage	spookSway6	5.78
zs\foliage\all\spooksway7_3a62b1a6f4	foliage	Amplified	ambient/soundscape/foliage	spookSway7	4.885
zs\foliage\all\spooksway8_5c89a7fe7c	foliage	Amplified	ambient/soundscape/foliage	spookSway8	5.78
zs\foliage\all\spooksway9_2760aed0bd	foliage	Amplified	ambient/soundscape/foliage	spookSway9	5.78
zs\foliage\all\sway_1_cade76aeab	foliage	Amplified	ambient/soundscape/foliage	Sway_1	5.78
zs\foliage\all\sway_2_dbeec2fddf	foliage	Amplified	ambient/soundscape/foliage	Sway_2	5.78
zs\foliage\all\sway_3_bce0262b58	foliage	Amplified	ambient/soundscape/foliage	Sway_3	5.78
zs\foliage\all\sway_4_e498f0fa69	foliage	Amplified	ambient/soundscape/foliage	Sway_4	5.78
zs\foliage\all\sway_6_4c949b4e14	foliage	Amplified	ambient/soundscape/foliage	Sway_6	5.78
zs\foliage\all\sway_7_e1357ee756	foliage	Amplified	ambient/soundscape/foliage	Sway_7	5.411
zs\foliage\all\sway_8_5a7cd6d525	foliage	Amplified	ambient/soundscape/foliage	Sway_8	5.78
zs\foliage\all\sway_9_d50eaf2ff8	foliage	Amplified	ambient/soundscape/foliage	Sway_9	5.55
zs\foliage\all\sway_10_037beed9ca	foliage	Amplified	ambient/soundscape/foliage	Sway_10	4.868
zs\foliage\all\sway_11_0ed35272f9	foliage	Amplified	ambient/soundscape/foliage	Sway_11	5.109
zs\foliage\all\sway_12_4bfb850aee	foliage	Amplified	ambient/soundscape/foliage	Sway_12	4.914
zs\foliage\all\sway_13_34c5fab2bf	foliage	Amplified	ambient/soundscape/foliage	Sway_13	4.303
zs\foliage\all\sway_14_beeb456889	foliage	Amplified	ambient/soundscape/foliage	Sway_14	4.445
zs\foliage\all\sway_15_db4cda003d	foliage	Amplified	ambient/soundscape/foliage	Sway_15	3.355
zs\foliage\all\sway_16_5344c629dd	foliage	Amplified	ambient/soundscape/foliage	Sway_16	2.803
zs\foliage\all\sway_5_8980eb25f9	foliage	Amplified	ambient/soundscape/foliage	Sway_5	5.78
zs\foliage\all\sound_01_642a7f5250	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_01	2.679
zs\foliage\all\sound_02_c9079dfae3	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_02	2.982
zs\foliage\all\sound_03_00d90bbbce	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_03	2.678
zs\foliage\all\sound_04_5bcbddb5fe	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_04	2.749
zs\foliage\all\sound_05_c4fae2eddf	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_05	2.629
zs\foliage\all\sound_06_d90e04b492	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_06	3.202
zs\foliage\all\sound_07_26412d1e51	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_07	3.193
zs\foliage\all\sound_08_cd3966634e	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_08	3.955
zs\foliage\all\sound_09_3f454929ca	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_09	3.915
zs\foliage\all\sound_10_04e5fe306b	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_10	5.386
zs\foliage\all\sound_11_4cf97bc81f	foliage	AudioExpansion	ambient/trx/nature/rustle	sound_11	5.78
zs\foliage\all\tree_creak_01_87b2df7395	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_01	1.0
zs\foliage\all\tree_creak_02_b280be90f8	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_02	1.0
zs\foliage\all\tree_creak_03_447b9e9698	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_03	1.0
zs\foliage\all\tree_creak_04_c5fbcd54ba	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_04	1.0
zs\foliage\all\tree_creak_05_c45694e355	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_05	1.0
zs\foliage\all\tree_creak_06_456b39a5a9	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_06	1.0
zs\foliage\all\tree_creak_07_f049103200	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_07	1.0
zs\foliage\all\tree_creak_08_2fc75c10d4	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_08	1.0
zs\foliage\all\tree_creak_09_b18e2abb9a	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_09	1.0
zs\foliage\all\tree_creak_10_f2637a1fb1	foliage	DeadAir	ambient/lar_ambients/lar_tree	tree_creak_10	1.0
zs\foliage\all\rustle_01_488ad1f6c3	foliage	SoP	material/step/rustle	rustle_01	0.21
zs\foliage\all\rustle_02_9512bc266e	foliage	SoP	material/step/rustle	rustle_02	0.199
zs\foliage\all\rustle_03_495799385e	foliage	SoP	material/step/rustle	rustle_03	0.157
zs\foliage\all\rustle_04_7370e00b04	foliage	SoP	material/step/rustle	rustle_04	0.216
zs\gunfire\all\sound_01_25adaa18be	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_01	2.351
zs\gunfire\all\sound_02_6146cacfae	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_02	1.073
zs\gunfire\all\sound_03_3dd8aa00cf	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_03	1.685
zs\gunfire\all\sound_06_dedd916c8c	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_06	1.655
zs\gunfire\all\sound_07_fbaac7aaad	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_07	1.936
zs\gunfire\all\sound_34_d1a63b83d4	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_34	1.16
zs\gunfire\all\sound_30_a877051d24	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_30	1.344
zs\gunfire\all\sound_10_75ee40d184	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_10	2.842
zs\gunfire\all\sound_11_547d6be1ab	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_11	2.342
zs\gunfire\all\sound_13_5e11c39312	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_13	1.206
zs\gunfire\all\sound_14_3a4ec58cd0	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_14	1.167
zs\gunfire\all\sound_17_c6a1292cc7	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_17	1.471
zs\gunfire\all\sound_18_9e6d402e78	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_18	1.0
zs\gunfire\all\sound_19_da33f3d7ae	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_19	1.342
zs\gunfire\all\sound_20_d93c7d425e	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_20	1.652
zs\gunfire\all\sound_21_c0fcf02d35	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_21	1.766
zs\gunfire\all\sound_23_8f2334de43	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_23	1.649
zs\gunfire\all\sound_24_b719000a91	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_24	1.564
zs\gunfire\all\sound_25_5868975e88	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_25	1.704
zs\gunfire\all\rnd_shooting_6_f18aaf3c5b	gunfire	OGSE	ambient/rnd_outdoor	rnd_shooting_6	2.769
zs\gunfire\all\sound_26_b525e81dd1	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_26	1.0
zs\gunfire\all\rnd_shooting_8_a5f2b9521f	gunfire	OGSE	ambient/rnd_outdoor	rnd_shooting_8	1.555
zs\gunfire\all\sound_28_b175f9d2b6	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_28	1.49
zs\gunfire\all\sound_29_28366cde0d	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_29	1.61
zs\gunfire\all\sound_33_f82b43069f	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_33	1.0
zs\gunfire\all\sound_35_aef8aff0e2	gunfire	Amplified	ambient/soundscape/underground/spooks_above/shooting	sound_35	1.116
zs\gunfire\all\sound_01_926e27a036	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_01	1.0
zs\gunfire\all\sound_02_d3a35fe5cf	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_02	1.0
zs\gunfire\all\sound_03_2bcb437054	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_03	1.214
zs\gunfire\all\sound_04_aa762dcf79	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_04	1.813
zs\gunfire\all\sound_05_5affa075e7	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_05	2.735
zs\gunfire\all\sound_06_c13f6b3af1	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_06	3.039
zs\gunfire\all\sound_07_400d348ebf	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_07	1.573
zs\gunfire\all\sound_08_88e817f2c5	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_08	1.589
zs\gunfire\all\sound_09_252bae835e	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_09	1.0
zs\gunfire\all\sound_10_a45b2c90a3	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_10	1.463
zs\gunfire\all\sound_11_814e9fd666	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_11	1.665
zs\gunfire\all\sound_12_ea7f50a14d	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_12	2.402
zs\gunfire\all\sound_13_5307eea704	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_13	1.68
zs\gunfire\all\sound_14_48a0b7530a	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_14	3.121
zs\gunfire\all\sound_15_c753fd6656	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_15	1.4
zs\gunfire\all\sound_16_28ff0760f7	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_16	4.308
zs\gunfire\all\sound_17_630678e8a6	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_17	1.532
zs\gunfire\all\sound_18_b149563676	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_18	1.47
zs\gunfire\all\sound_20_8017b0794f	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_20	1.187
zs\gunfire\all\sound_21_1e367d1799	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_21	1.678
zs\gunfire\all\sound_22_346bba525b	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_22	1.564
zs\gunfire\all\sound_23_9521b31839	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_23	1.312
zs\gunfire\all\sound_24_6aa5049da0	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_24	2.207
zs\gunfire\all\sound_25_73bdb3a55c	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_25	1.514
zs\gunfire\all\sound_27_eec9967844	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_27	1.987
zs\gunfire\all\sound_28_e80e0b9034	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_28	1.618
zs\gunfire\all\sound_29_72a14d2150	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_29	1.32
zs\gunfire\all\sound_30_f53872846b	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_30	1.79
zs\gunfire\all\sound_31_d816e3dbe1	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_31	1.59
zs\gunfire\all\sound_32_020d83f5b4	gunfire	RETUNE457	ambient/trx/spooks_above/shooting	sound_32	1.837
zs\gunfire\all\rnd_shooting_1_f9f7d2e867	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_1	2.311
zs\gunfire\all\rnd_shooting_11_d352a81981	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_11	3.609
zs\gunfire\all\rnd_shooting_12_07efaf5f66	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_12	1.0
zs\gunfire\all\rnd_shooting_13_6bb6983d47	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_13	1.0
zs\gunfire\all\rnd_shooting_14_250f3a9da5	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_14	1.0
zs\gunfire\all\rnd_shooting_15_085fa02cb5	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_15	1.0
zs\gunfire\all\rnd_shooting_16_db152e627e	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_16	1.0
zs\gunfire\all\rnd_shooting_17_afc0fb9121	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_17	1.0
zs\gunfire\all\rnd_shooting_18_4b4b1d638f	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_18	1.0
zs\gunfire\all\rnd_shooting_19_d599113eaa	gunfire	DeadAir	ambient/rnd_outdoor	rnd_shooting_19	1.0
zs\gunfire\all\rnd_distantmortar3_95b8f89fba	gunfire	OGSE	ambient/random	rnd_distantmortar3	1.0
zs\gunfire\all\rnd_shooting_1_e6b70d6f66	gunfire	OGSE	ambient/rnd_outdoor	rnd_shooting_1	2.437
zs\gunfire\all\rnd_shooting_10_32a9498576	gunfire	OGSE	ambient/rnd_outdoor	rnd_shooting_10	1.906
zs\gunfire\all\rnd_shooting_4_cda49eea68	gunfire	OGSE	ambient/rnd_outdoor	rnd_shooting_4	1.0
zs\gunfire\all\rnd_shooting_7_fc33773532	gunfire	OGSE	ambient/rnd_outdoor	rnd_shooting_7	1.0
zs\gunfire\all\rnd_shooting_1_15c70f8710	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_1	1.0
zs\gunfire\all\rnd_shooting_10_d04f8d4586	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_10	1.0
zs\gunfire\all\rnd_shooting_2_c7d7b9f678	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_2	1.0
zs\gunfire\all\rnd_shooting_3_3f05a46cb7	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_3	1.0
zs\gunfire\all\rnd_shooting_5_adebb9e874	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_5	1.0
zs\gunfire\all\rnd_shooting_6_d764015c5c	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_6	1.0
zs\gunfire\all\rnd_shooting_8_ac2b1f906c	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_8	1.0
zs\gunfire\all\rnd_shooting_9_564a199ad5	gunfire	Prosector	ambient/rnd_outdoor	rnd_shooting_9	1.0
zs\gunfire\all\fog_shooting_11_0e6cb53b42	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_11	1.546
zs\gunfire\all\fog_shooting_12_cc852d3e72	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_12	1.259
zs\gunfire\all\fog_shooting_13_494d96178d	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_13	1.15
zs\gunfire\all\fog_shooting_14_f18143215b	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_14	1.15
zs\gunfire\all\fog_shooting_15_947ea03efc	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_15	1.15
zs\gunfire\all\fog_shooting_16_9264f2511c	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_16	1.15
zs\gunfire\all\fog_shooting_17_112a1c6284	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_17	1.15
zs\gunfire\all\fog_shooting_18_078c4de819	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_18	1.383
zs\gunfire\all\fog_shooting_19_627f3d86bb	gunfire	Solyanka	ambient/rnd_outdoor	fog_shooting_19	1.15
